#
#  sone211586cyc 22.0 Pathways link table generated on Tue Aug 21, 2018
#
PWY-7663	gondoate biosynthesis (anaerobic)	<i>cis</i>-11-icosenoate biosynthesis	(11<i>Z</i>)-icos-11-enoate biosynthesis	(11<i>Z</i>)-icosenoate biosynthesis	gondoic acid biosynthesis	11-eicosenoic acid biosynthesis
PWY-6823	molybdenum cofactor biosynthesis	moco biosynthesis	molybdopterin biosynthesis
PWY-6894	thiamine diphosphate biosynthesis I (E. coli)	vitamin B<sub>1</sub> biosynthesis	thiamin diphosphate biosynthesis I (E. coli)
TYRSYN	L-tyrosine biosynthesis I	
PWY0-1313	acetate conversion to acetyl-CoA	
HEME-BIOSYNTHESIS-II	heme <i>b</i> biosynthesis I (aerobic)	
PWY0-1585	formate to nitrite electron transfer	
ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	
PWY-6609	adenine and adenosine salvage III	adenosine nucleotides salvage III
SERSYN-PWY	L-serine biosynthesis	
PWY-2301	<i>myo</i>-inositol biosynthesis	
PWY-6012	acyl carrier protein metabolism	[acp] metabolism	ACP metabolism
PWY-1269	CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis	CMP-Kdo biosynthesis I
NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	
PWY-43	putrescine biosynthesis II	
PWY-7310	D-glucosaminate degradation	
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	
ENTBACSYN-PWY	enterobactin biosynthesis	
PWY-7676	Kdo8N transfer to lipid IV<sub>A</sub>	
ASPARAGINE-DEG1-PWY	L-asparagine degradation I	
PWY-1801	formaldehyde oxidation II (glutathione-dependent)	formaldehyde oxidation II (GSH-dependent)
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	
SERDEG-PWY	L-serine degradation	
PWY-5695	inosine 5'-phosphate degradation	IMP degradation	urate biosynthesis
ACETOACETATE-DEG-PWY	acetoacetate degradation (to acetyl CoA)	
PWY0-1586	peptidoglycan maturation (<i>meso</i>-diaminopimelate containing)	
ASPARTATESYN-PWY	L-aspartate biosynthesis	L-aspartate biosynthesis and degradation
PWY-5364	sulfur reduction II (via polysulfide)	polysulfide respiration	polysulphide respiration
ENTNER-DOUDOROFF-PWY	Entner-Doudoroff pathway I	ED pathway
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	
UDPNAGSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis
PWY-7675	Kdo transfer to lipid IV<sub>A</sub> II	
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	vitamin B<sub>12</sub> biosynthesis
PWY-7226	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I	
PWY-6614	tetrahydrofolate biosynthesis	folic acid biosynthesis	folate biosynthesis	THF biosynthesis
GLUTAMATE-DEG1-PWY	L-glutamate degradation I	GDH shunt
POLYAMINSYN3-PWY	superpathway of polyamine biosynthesis II	polyamn
PWY-5332	sulfur reduction I	sulfur respiration	sulphur respiration
PWY-6618	guanine and guanosine salvage III	
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	purine ribonucleotide/ribonucleoside metabolism
PWY-5482	pyruvate fermentation to acetate II	
PWY-7185	UTP and CTP dephosphorylation I	pyrimidine nucleotides dephosphorylation
AST-PWY	L-arginine degradation II (AST pathway)	L-arginine succinyltransferase pathway	AST pathway	ammonia-producing L-arginine catabolic pathway	L-arginine catabolism
PWY-841	superpathway of purine nucleotides <i>de novo</i> biosynthesis I	purine biosynthesis 2
PWY-5508	adenosylcobalamin biosynthesis from cobyrinate <i>a,c</i>-diamide II	
PWY0-1391	<i>S</i>-methyl-5'-thioadenosine degradation IV	methylthioadenosine degradation IV
PWY-5485	pyruvate fermentation to acetate IV	
CITRULLINE-DEG-PWY	L-citrulline degradation	
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	
PWY-7856	heme <i>a</i> biosynthesis	
PWY-7228	superpathway of guanosine nucleotides <i>de novo</i> biosynthesis I	
PWY-7343	UDP-&alpha;-D-glucose biosynthesis I	UDP-D-glucose biosynthesis I
ASPARAGINESYN-PWY	L-asparagine biosynthesis II	L-asparagine - L-aspartate pathway
PWY-7229	superpathway of adenosine nucleotides <i>de novo</i> biosynthesis I	
NAD-BIOSYNTHESIS-III	NAD biosynthesis III	nicotinamide adenine dinucleotide biosynthesis
ASPARTATE-DEG1-PWY	L-aspartate degradation I	
PWY0-501	lipoate biosynthesis and incorporation I	
PWY-1881	formate oxidation to CO<sub>2</sub>	
PANTO-PWY	phosphopantothenate biosynthesis I	vitamin B<sub>5</sub> biosynthesis
PWY-7208	superpathway of pyrimidine nucleobases salvage	
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	
PWY-4621	arsenate detoxification II (glutaredoxin)	
PWY0-1479	tRNA processing	
NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	
